scorer,,,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan
bodyparts,,,Tail,Tail,Right Eye,Right Eye,Left Eye,Left Eye,Nostrils,Nostrils,Beak,Beak,Head,Head,Right Flipper,Right Flipper,Left Flipper,Left Flipper,Right Hind Flipper,Right Hind Flipper,Left Hind Flipper,Left Hind Flipper,Scute,Scute,Shell,Shell,Neck,Neck
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,turtle25,img0038.png,,,,,579.7906173502438,830.8721442135588,528.7580420314985,830.8721442135588,538.9645570952475,858.0895177168898,583.1927890381602,786.6439122706461,,,,,,,,,,,,,652.9373086404456,740.7145944837752
labeled-data,turtle25,img0078.png,,,,,448.80700736546385,818.9645433058515,402.87768957859305,808.7580282421025,406.27986126650933,852.9862601850152,494.73632515233487,773.0352255189806,440.30157814567303,749.2200237035661,693.763368895442,883.6058053762624,,,,,,,,,564.4808447546203,749.2200237035661
labeled-data,turtle25,img0163.png,,,,,321.2255690686004,735.6113369519006,268.4919079058967,720.301564356277,261.68756453006404,773.0352255189806,377.3614019192204,706.6928776046116,,,625.7199351371148,922.7307797873005,,,,,705.6709698031493,735.6113369519006,581.4917031942022,752.6221953914825,459.013522429213,704.9917917606534
labeled-data,turtle25,img0256.png,,,,,166.42675726840582,696.4863625408625,93.28006597820405,693.0841908529461,94.98115182216225,750.9211095475243,159.62241389257315,650.5570447539916,74.56812169466406,781.5406547387715,581.4917031942022,880.203633688346,,,,,620.6166776052403,584.2146968396225,654.638394484404,664.165731505657,270.19299374985496,625.0407570946189
labeled-data,turtle25,img0272.png,,,,,166.42675726840582,689.6820191650297,96.68223766612044,691.383105008988,98.38332351007864,749.2200237035661,159.62241389257315,642.0516155342007,35.44314728362593,708.3939634485697,586.5949607260767,796.8504273343951,,,,,583.1927890381603,556.9973233362916,600.2036474777422,626.7418429385771,256.5843069981895,613.1331561869116
labeled-data,turtle25,img0368.png,,,,,200.44847414756953,579.111439307748,144.31264129694955,567.2038384000407,139.20938376507496,623.3396712506607,164.72567142444768,545.0897224285843,,,407.9809471104676,548.4918941165007,,,622.3177634491984,529.7799498329607,355.247285947764,504.26366217358805,295.70928140922763,558.6984091802498,208.95390336736045,533.1821215208771
labeled-data,turtle25,img0419.png,,,113.69309610570224,417.50828413172076,222.5625901190258,419.209369975679,164.72567142444768,391.9919964723481,171.53001480028047,439.62240010317714,,,,,508.34501190400033,548.4918941165007,115.39418194966044,740.7145944837752,443.7037498335894,677.7744182573225,,,283.8016805015204,495.7582329537971,168.12784311236408,616.535327874828
labeled-data,turtle25,img0448.png,,,178.33435817611314,412.4050265998463,288.90493803339496,422.61154166359535,241.2745344025658,388.5898247844317,251.48104946631497,436.22022841526075,144.31264129694955,431.1169708833862,,,508.34501190400033,548.4918941165008,,,297.4103672531859,745.8178520156498,,,297.4103672531859,494.057147109839,176.633272332155,614.8342420308699
labeled-data,turtle25,img0472.png,,,242.97562024652404,327.3507344019372,343.3396850400567,339.25833530964445,307.61688231693495,303.53553258652266,319.52448322464215,357.97027959318444,197.04630245965313,357.97027959318444,,,447.1059215215058,679.4755041012808,,,178.33435817611314,803.6547707102279,,,47.350748191333196,424.31262750755354,210.65498921131854,541.687550740668
labeled-data,turtle25,img0491.png,,,263.3886503740221,296.73118921068993,,,331.4320841323494,276.31815908319174,343.3396850400566,317.1442193381881,195.34521661569494,330.7529060898536,16.73120300008594,398.7963398481808,459.013522429213,652.2581305979498,,,152.81807051674036,771.3341396750225,,,93.28006597820405,371.5789663448499,239.57344855860765,485.55171789004805
labeled-data,turtle25,img0527.png,,,345.04077088401493,189.56278104132448,,,411.383118798384,169.1497509138263,424.99180555004943,206.57363948090628,276.99733712568764,228.68775545236267,15.030117156127744,407.3017690679717,413.08420464234206,626.7418429385771,,,134.10612623320037,687.9809333210716,,,105.18766688591131,308.6387901183972,259.9864786861057,422.6115416635953
labeled-data,turtle25,img0588.png,57.557263255082205,465.1386877625498,,,,,,,,,,,66.06269247487313,191.26386688528268,693.763368895442,424.31262750755354,8.225773780294958,409.00285491192983,225.96476180694214,577.4103534637898,,,,,407.9809471104675,249.10078557986085
