scorer,,,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan
bodyparts,,,Tail,Tail,Right Eye,Right Eye,Left Eye,Left Eye,Nostrils,Nostrils,Beak,Beak,Head,Head,Right Flipper,Right Flipper,Left Flipper,Left Flipper,Right Hind Flipper,Right Hind Flipper,Left Hind Flipper,Left Hind Flipper,Scute,Scute,Shell,Shell,Neck,Neck
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,turtle13,img0156.png,,,,,,,,,,,,,443.64389865230316,575.6045915293234,,,617.0200459040835,885.6246514456424,,,,,,,,
labeled-data,turtle13,img0195.png,,,596.4499945352281,427.2063637968674,,,618.4893352875731,437.491389481295,614.0814671371041,456.59215146666065,,,387.810902079696,581.4817490632821,,,593.5114157682489,909.1332815814769,,,,,,,631.7129397389801,535.9337781751026
labeled-data,turtle13,img0344.png,,,,,221.78120174536406,361.0883415398326,193.86470345906048,383.12768229217755,196.8032822260398,406.63631242801216,292.3070921528679,334.6411326370186,362.83298256037176,502.1401223548402,641.9979654234078,214.15940319086621,,,,,,,691.9538044620563,372.84265660774986,383.40303392922704,336.1104220205083
labeled-data,turtle13,img0363.png,,,,,185.04896715812248,364.0269203068119,163.00962640577757,386.06626105915683,160.07104763879823,405.16702304452247,249.69770003166764,341.98757955446695,,,530.3319722781933,234.72945455972152,,,,,706.6466982969529,349.3340264719152,672.8530424766907,387.53555044264647,337.8550630410475,343.4568689379566
labeled-data,turtle13,img0377.png,,,,,180.6410990076535,378.7198141417085,151.25531133786023,400.7591548940535,154.19389010483957,425.73707441337774,252.63627879864703,355.2111840058739,,,500.94618460840013,236.1987439432112,,,,,705.1774089134633,349.3340264719152,639.0593866564284,389.0048398261361,330.50861612359915,353.7418946223842
labeled-data,turtle13,img0417.png,,,,,121.86952366806696,416.9213381124398,101.29947229921169,433.0835213308261,99.83018291572205,455.122862083171,183.57967777463284,394.88199736009483,,,362.83298256037176,297.908898049777,,,,,617.0200459040835,406.6363124280121,568.5334962489246,440.42996824827435,254.1055681821366,391.9434185931155
labeled-data,turtle13,img0470.png,,,,,46.93576511009417,365.49620969030155,29.304292508218168,381.65839290868786,26.365713741238892,394.88199736009483,108.64591921665999,352.2726052388946,,,193.86470345906042,299.3781874332667,,,,,483.314712006524,380.1891035251982,443.64389865230316,424.2677850298881,,
labeled-data,turtle13,img0518.png,,,,,8.734241139362894,252.36092716159752,,,,,,,,,77.79084216337708,277.3388466809218,678.7302000106492,713.7177935773517,681.6687787776285,606.4596685826064,381.93374454573734,346.395447704936,320.2235904391714,366.96549907379125,,
labeled-data,turtle13,img0535.png,,,,,,,,,,,,,,,55.75150141103211,239.13732271019055,646.4058335738766,716.6563723443311,653.752280491325,599.113221665158,368.7101400943303,327.29468571957034,295.24567091984716,347.8647370884256,,
labeled-data,turtle13,img0635.png,,,,,,,,,,,46.93576511009411,394.88199736009483,,,79.26013154686672,281.74671483139076,,,702.2388301464838,560.9116976944267,343.73222057500607,283.2160042148804,314.34643290521285,318.4789494186324,,
labeled-data,turtle13,img0713.png,693.4230938455458,405.1670230445225,,,,,,,,,,,,,,,691.9538044620562,580.0124596797924,562.6563387149658,480.1007816024954,215.9040442114054,303.7860555837357,189.45683530859145,364.0269203068119,,
labeled-data,turtle13,img0770.png,546.4941554965795,461.0000196171297,,,,,,,,,,,,,,,520.0469465937656,629.9682987184409,367.2408507108406,500.67083297135065,115.9923661341083,350.8033158554049,433.3588729678755,359.619052156343,,
labeled-data,turtle13,img0810.png,486.2532907735034,491.8550966704127,,,,,,,,,,,,,,,459.80608187068947,610.8675367330753,414.25811098250983,508.017279888799,148.3167325708809,415.4520487289501,414.25811098250983,408.1056018115019,,
labeled-data,turtle13,img0875.png,,,,,,,,,,,,,185.04896715812248,446.307125782233,337.8550630410474,627.0297199514616,,,89.54515723129435,707.840636043393,,,,,,
labeled-data,turtle13,img0944.png,,,,,,,,,,,,,,,280.55277708495055,484.5086497529643,,,182.11038839114315,843.0152593244421,,,208.5575972939571,656.4155076212548,,
labeled-data,turtle13,img0976.png,,,,,,,,,,,,,,,235.00480619677103,474.22362406853665,,,129.21597058551527,850.3617062418904,,,177.70252024067412,649.0690607038065,,
labeled-data,turtle13,img0998.png,,,,,,,,,,,,,,,286.4299346189092,740.1650024801656,,,111.58449798363932,832.7302336400145,,,149.78602195437054,541.8109357090611,61.628658944990775,477.1622028355159
labeled-data,turtle13,img1070.png,,,85.13728908082538,361.0883415398325,158.60175825530854,371.3733672242603,124.8081024350463,372.84265660774986,123.3388130515566,406.63631242801216,124.8081024350463,340.51829017097725,,,349.60937810896473,550.6266720099991,,,48.405054493583805,826.8530761060558,,,195.33399284255012,427.20636379686744,45.46647572660447,349.3340264719153
labeled-data,turtle13,img1295.png,20.488556207280226,594.705353514689,,,,,,,,,,,703.7081195299735,312.6017918846738,571.4720750159038,681.3934271405791,32.2428712751975,555.0345401604682,110.11520860014963,735.7571343296967,424.54313666693747,377.2505247582189,453.9289243367308,416.92133811243986,,
labeled-data,turtle13,img1350.png,171.8253627067155,587.3589065972407,,,,,,,,,,,,,,,318.7543010556818,556.5038295439577,176.23323085718448,663.7619545387032,609.673598986635,352.27260523889464,227.65835927932267,490.38580728692295,,
