scorer,,,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan
bodyparts,,,Tail,Tail,Right Eye,Right Eye,Left Eye,Left Eye,Nostrils,Nostrils,Beak,Beak,Head,Head,Right Flipper,Right Flipper,Left Flipper,Left Flipper,Right Hind Flipper,Right Hind Flipper,Left Hind Flipper,Left Hind Flipper,Scute,Scute,Shell,Shell,Neck,Neck
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,turtle22,img030.png,506.05673518309874,777.9117843616852,1368.9133967646515,292.65842189835513,,,,,1375.5380160474274,329.0938279536222,1315.9164425024449,262.84763512586386,1257.9510237781562,238.00531281545452,,,660.0791335076369,917.0287892999778,544.1482960590598,859.0633705756893,915.1269758945066,441.7123557608115,964.8116205153256,494.7093100230182,1269.544107523014,340.68691169847995
labeled-data,turtle22,img078.png,646.8298949420853,691.7917336855994,1423.5665058475522,266.1599447672519,,,,,1430.191125130328,302.595350822519,1382.162635330203,238.0053128154546,1329.1656810679965,185.0083585532479,,,797.5399836252357,789.504868106543,655.1106690455551,806.0664163134826,1032.7139681637777,370.49769847097133,1064.180909756963,420.18234309179013,1344.071074454242,317.5007442087646
labeled-data,turtle22,img118.png,719.7007070526195,562.6116576714705,,,,,,,,,,,1352.351848557712,83.9829144909164,,,870.4107957357699,688.4794240442114,709.7637781284557,675.2301854786598,1105.584780274312,269.4722544086398,1112.2093995570879,327.43767313292835,,
labeled-data,turtle22,img205.png,234.4473572247479,984.9311369484302,1511.3427239797902,574.2047414163283,,,1542.8096655729755,605.6716830095135,1534.5288914695057,633.8263149613108,1435.1596022278682,534.4570257196733,1284.449513544718,570.8924317749404,,,482.87058032884175,966.7134339207965,363.62743323887673,1061.1142587003524,835.6315571366551,587.4539799818798,848.8807957022068,652.0440179889442,1335.7903129862307,632.1701601406168
labeled-data,turtle22,img261.png,267.5704536386271,946.8395760724692,1521.279652903954,557.6431932093885,,,1539.4973559315877,589.1101348025738,1531.2165818281178,620.577076395759,1446.7526859727259,499.67777448510003,1410.3172799174588,276.0968736914155,,,383.5012910872042,1041.2404008520248,,,848.8807957022068,529.4885612575913,843.9123312401248,608.9839926509013,1347.3833967310884,585.7978251611859
labeled-data,turtle22,img341.png,318.9112530801398,769.6310102582155,1542.8096655729755,564.2678124921645,,,,,1551.0904396764454,612.2963022922896,1479.8757823866051,514.5831678713457,1272.8564297998603,681.8548047614358,,,512.6813671013331,867.3441446791591,304.0058596938942,869.0002994998531,949.9062397645382,478.1477618160788,941.6254656610683,569.2362769542466,1388.7872672484373,478.1477618160788
labeled-data,turtle22,img376.png,272.538918100709,683.5109595821297,1529.5604270074239,642.1070890647808,,,,,1536.1850462901998,688.4794240442117,1469.9388534624413,585.7978251611862,1362.288790117334,428.46311719526005,,,443.12286463218675,825.9402741618101,244.38428614891166,766.3187006168275,968.1239427921719,507.95854858857007,968.1239427921719,575.8608962370223,1365.6010997587218,647.0755535268626
labeled-data,turtle22,img433.png,355.3466591354069,604.0155281888195,1570.964297524773,625.5455408578409,,,,,1580.9012264489365,670.2617210165779,1506.3742595177087,575.8608962370222,1420.2542088416226,867.3441446791591,1150.3009730685073,865.687989858465,308.97432415597603,691.7917336855994,272.53891810070894,751.4133072305818,1011.1839681302147,499.67777448510014,999.590884385357,572.5485865956343,1400.380350993295,564.2678124921645
