scorer,,,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan,Razhan
bodyparts,,,Tail,Tail,Right Eye,Right Eye,Left Eye,Left Eye,Nostrils,Nostrils,Beak,Beak,Head,Head,Right Flipper,Right Flipper,Left Flipper,Left Flipper,Right Hind Flipper,Right Hind Flipper,Left Hind Flipper,Left Hind Flipper,Scute,Scute,Shell,Shell,Neck,Neck
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,turtle1,img0004.png,,,455.43396913437095,501.9615901327039,505.87884614395773,497.57507908839204,488.3328019667102,506.3481011770156,491.2571426629181,524.6252305283152,454.70288396031896,480.0290349111443,201.01632856428085,648.9097101171525,551.2061269351807,550.2132116201345,20.438279417966626,656.9516470317243,,,114.74827244840964,536.3225933131472,51.874947479939095,576.5322778860063,395.4849848621084,473.4492683446766
labeled-data,turtle1,img0099.png,,,489.1094794784768,400.95697561100025,543.9693309355506,389.0706744619676,532.083029786518,398.2139830381466,537.5690149322253,417.4149310481224,498.25278805465575,380.84169674340654,251.3834564978238,527.1346339622698,543.9693309355506,461.3028122137814,63.94563068615514,692.628519191109,333.67323368343443,640.511660306889,151.72139301747316,508.848016809912,63.94563068615514,588.3948014226689,418.7060034418988,393.6423287500571
labeled-data,turtle1,img0234.png,,,393.10473942859767,390.8993361772034,462.5938846075578,389.0706744619676,436.9926205942568,394.556659607675,438.8212823094925,412.8432767600329,417.79167258428083,365.2980721639023,191.95195075266057,427.4725704819192,546.7123235084042,393.6423287500571,114.23382785513942,648.7406380254502,329.10157939534497,612.1674037207342,130.69178329226153,481.4180910813751,76.74626269280569,558.2218831212783,360.18882855435345,351.58310929963386
labeled-data,turtle1,img0362.png,,,544.8836617931685,421.072254478594,604.3151675383317,411.0146150447971,586.0285503859737,430.21556305477293,586.0285503859737,453.9881653528382,556.7699629422011,386.32768188911393,213.89589133549006,520.7343179589446,676.5473052901455,439.35887163095185,43.830351818561425,607.5957494326448,315.3866165310766,615.8247271512058,116.97682042799309,464.04580478663513,38.34436667285405,520.7343179589446,442.4786057399641,358.89775616057705
labeled-data,turtle1,img0426.png,,,549.4553160812579,352.49744015725173,608.8868218264212,346.09712415392653,591.5145355316812,362.55507959104864,594.2575281045348,387.2420127467318,548.5409852236401,320.4958601406254,167.26501759697737,390.8993361772034,617.1157995449822,447.5878493495129,66.6886232590088,651.4836305983038,310.814962242987,614.910396293588,88.63256384183833,465.87446650187087,15.48609523240664,540.8495968265383,433.33529716378507,307.69522813397487
labeled-data,turtle1,img0498.png,,,492.7668029089484,428.38690133953713,555.8556320845832,428.38690133953713,537.5690149322253,445.75918763427717,529.3400372136642,473.18911336281406,506.48176577321686,393.64232875005735,141.6637535836763,365.29807216390236,581.4568960978843,392.7279978924394,,,155.37871644794475,643.2546528797428,27.3723963814393,423.81524705144767,43.83035181856144,465.8744665018709,406.81970229286617,342.4398007234551
labeled-data,turtle1,img0589.png,137.09209929558685,669.7702477506618,568.6562640912339,414.6719384752689,630.8307624092508,415.58626933288684,615.2871378297466,431.1298939123911,608.8868218264213,459.4741504985459,575.056580094559,386.32768188911416,265.0984193620923,534.4492808232131,655.517695564934,502.4477008065867,84.06090955374887,693.5428500487269,269.6700736501818,689.8855266182554,157.20737816318055,453.0738344952203,80.40358612327728,538.1066042536847,471.7371931837368,361.6407487334307
labeled-data,turtle1,img0618.png,,,602.486505823096,421.9865853362119,663.746673283495,422.90091619382974,649.1173795616087,439.35887163095185,644.5457252735191,467.70312821710667,597.0005206773885,386.32768188911393,225.78219248452274,407.3572916143255,626.2591081211613,544.5069202570099,98.69020327563521,681.6565488996944,270.58440450779966,669.7702477506616,148.0640695870016,475.9321059356677,61.20263811330145,539.9352659689205,500.08144976989155,363.4694104486665
